"level","outcome","pass","style","rescueNo","source","granted","mode","intent","statedPct","targetPct","feasible","frustBefore","boardBefore","boardAfter","cardsDealt","cardsCleared","cardsOpened","deadCards","worstBlankRun","emptyRunNow","unspent","quality","outcome2","won"
"L9","Comfortable Lose","2","greedy","1","+3 ad","3","hope","almost","0","23","no","0","4","2","3","2","1","1","1","0","0","36","Near win","no"
"L9","Comfortable Lose","2","greedy","2","+5 coins","5","bal","almost","35","35","yes","0","2","2","5","0","0","5","5","1","0","0","No recovery","no"
"L9","Comfortable Lose","2","greedy","3","+3 ad","3","clutch","almost","47","47","yes","1","2","2","3","0","0","3","3","2","0","0","No recovery","no"
"L9","Comfortable Lose","2","greedy","4","+5 coins","5","hope","win","98","98","yes","2","2","0","1","2","0","0","0","0","0","44","Immediate win","yes"
"L9","Comfortable Lose","2","random","1","+3 ad","3","almost","almost","0","23","no","0","6","3","3","3","3","2","2","0","0","39","Strong progress","no"
"L9","Comfortable Lose","2","random","2","+5 coins","5","chain","win","35","35","yes","0","3","0","3","3","0","0","0","0","0","53","Rescue win","yes"
"L9","Comfortable Lose","2","safe","1","+3 ad","3","near","almost","0","23","no","0","5","3","3","2","1","1","1","0","0","22","Partial comeback","no"
"L9","Comfortable Lose","2","safe","2","+5 coins","5","tension","almost","0","35","no","0","3","1","5","2","1","4","4","0","0","36","Near win","no"
"L9","Comfortable Lose","2","safe","3","+3 ad","3","hope","almost","47","47","yes","0","1","1","3","0","0","3","3","1","0","0","No recovery","no"
"L9","Comfortable Lose","2","safe","4","+5 coins","5","clutch","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L9","Comfortable Lose","2","sloppy","1","+3 ad","3","almost","almost","0","23","no","0","6","3","3","3","2","1","1","0","0","35","Strong progress","no"
"L9","Comfortable Lose","2","sloppy","2","+5 coins","5","tension","almost","0","35","no","0","3","1","5","2","1","3","2","0","0","36","Near win","no"
"L9","Comfortable Lose","2","sloppy","3","+3 ad","3","hope","almost","47","47","yes","0","1","1","3","0","0","3","3","1","0","0","No recovery","no"
"L9","Comfortable Lose","2","sloppy","4","+5 coins","5","clutch","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Close Lose","2","greedy","1","+3 ad","3","almost","almost","0","23","no","0","3","1","3","2","1","1","1","0","0","36","Near win","no"
"L10","Close Lose","2","greedy","2","+5 coins","5","bal","almost","35","35","yes","0","1","1","5","0","0","5","5","1","0","0","No recovery","no"
"L10","Close Lose","2","greedy","3","+3 ad","3","clutch","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Close Lose","2","random","1","+3 ad","3","hope","almost","0","23","no","0","3","2","3","1","1","2","2","0","0","27","Near win","no"
"L10","Close Lose","2","random","2","+5 coins","5","tension","almost","35","35","yes","0","2","1","5","1","0","4","4","0","0","23","Near win","no"
"L10","Close Lose","2","random","3","+3 ad","3","almost","almost","47","47","yes","0","1","1","3","0","0","3","3","1","0","0","No recovery","no"
"L10","Close Lose","2","random","4","+5 coins","5","near","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Close Lose","2","safe","1","+3 ad","3","hope","almost","23","23","yes","0","2","2","3","0","0","3","3","1","0","0","No recovery","no"
"L10","Close Lose","2","safe","2","+5 coins","5","tension","almost","35","35","yes","1","2","2","5","0","0","5","5","2","0","0","No recovery","no"
"L10","Close Lose","2","safe","3","+3 ad","3","bal","win","98","98","yes","2","2","0","1","2","0","0","0","0","0","44","Immediate win","yes"
"L10","Close Lose","2","sloppy","1","+3 ad","3","almost","almost","0","23","no","0","4","1","3","3","2","0","0","0","0","49","Near win","no"
"L10","Close Lose","2","sloppy","2","+5 coins","5","clutch","almost","35","35","yes","0","1","1","5","0","0","5","5","1","0","0","No recovery","no"
"L10","Close Lose","2","sloppy","3","+3 ad","3","hope","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Comfortable Lose","2","greedy","1","+3 ad","3","tension","almost","23","23","yes","0","2","1","3","1","0","2","2","0","0","23","Near win","no"
"L10","Comfortable Lose","2","greedy","2","+5 coins","5","clutch","win","35","35","yes","0","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Comfortable Lose","2","random","1","+3 ad","3","near","almost","23","23","yes","0","1","1","3","0","0","3","3","1","0","0","No recovery","no"
"L10","Comfortable Lose","2","random","2","+5 coins","5","bal","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Comfortable Lose","2","safe","1","+3 ad","3","almost","almost","0","23","no","0","5","1","3","4","1","0","0","0","0","54","Near win","no"
"L10","Comfortable Lose","2","safe","2","+5 coins","5","hope","almost","35","35","yes","0","1","1","5","0","0","5","5","1","0","0","No recovery","no"
"L10","Comfortable Lose","2","safe","3","+3 ad","3","clutch","win","98","98","yes","1","1","0","1","1","0","0","0","0","0","35","Immediate win","yes"
"L10","Comfortable Lose","2","sloppy","1","+3 ad","3","near","almost","0","23","no","0","5","2","3","3","1","1","1","0","0","45","Near win","no"
"L10","Comfortable Lose","2","sloppy","2","+5 coins","5","clutch","win","35","35","yes","0","2","0","2","2","0","0","0","0","0","44","Rescue win","yes"
